congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,House,20301,41,3,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.352,0.457,-133.18754,0.74908,461,56,,0.538,0.342
116,House,21102,41,7,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.39,0.401,-22.1337,0.95503,481,9,,-0.408,0.356
116,House,21192,41,2,AL,200,,,"ROBY, Martha",R000591,1976,,0.361,0.658,-75.92635,0.84905,464,26,,0.333,0.708
116,House,21193,41,5,AL,200,,,"BROOKS, Mo",B001274,1954,,0.644,-0.455,-102.63823,0.80676,478,39,,0.784,-0.426
116,House,21376,41,1,AL,200,,,"BYRNE, Bradley",B001289,1955,,0.606,0.249,-90.22778,0.826,472,33,,0.709,0.127
116,House,21500,41,6,AL,200,,,"PALMER, Gary James",P000609,1954,,0.717,-0.049,-77.28439,0.85185,482,33,,0.669,0.114
116,House,29701,41,4,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.365,0.596,-82.92484,0.83981,475,30,,0.406,0.914
116,House,14066,81,1,AK,200,,,"YOUNG, Donald Edwin",Y000033,1933,,0.284,0.023,-140.39687,0.73891,464,48,,0.359,0.162
116,House,20305,61,3,AZ,100,,,"GRIJALVA, Raúl M.",G000551,1948,,-0.599,-0.249,-10.76503,0.97707,464,6,,-0.644,-0.461
116,House,20902,61,2,AZ,100,,,"KIRKPATRICK, Ann",K000368,1950,,-0.161,-0.007,-35.88117,0.92385,453,17,,-0.37,0.482
116,House,21103,61,4,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.67,-0.405,-91.4494,0.82454,474,37,,0.919,-0.395
116,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.595,-0.335,-161.37824,0.71547,482,79,,0.519,-0.338
116,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.451,-0.022,-14.69768,0.96978,479,8,,-0.425,-0.03
116,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.88,-0.475,-72.47545,0.85738,471,24,,0.919,-0.395
116,House,21739,61,1,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.18,0.151,-30.61901,0.93833,481,12,,-0.331,0.467
116,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.603,-0.042,-75.42631,0.85542,483,36,,0.587,0.014
116,House,21968,61,9,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.305,-0.158,-10.82868,0.97783,483,3,,-0.305,-0.158
116,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.401,0.495,-57.64892,0.87925,448,27,,0.476,0.625
116,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.348,0.584,-40.7116,0.91917,483,19,,0.343,0.703
116,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.455,0.233,-55.99868,0.88988,480,20,,0.41,0.414
116,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.548,0.358,-53.53846,0.89277,472,19,,0.539,0.657
116,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-0.13411,0.99554,30,0,,-0.464,0.334
116,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.349,-0.13,-9.19009,0.98111,482,2,,-0.441,-0.038
116,House,20108,71,53,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.108,-8.26481,0.98286,478,1,,-0.363,-0.139
116,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.448,0.212,-54.00985,0.89337,479,19,,0.443,0.461
116,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.139,-8.90947,0.98102,465,4,,-0.518,-0.077
116,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.19,0.47,-68.63994,0.86624,478,27,,-0.408,0.913
116,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.434,-0.166,-20.91189,0.95702,476,7,,-0.405,0.093
116,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.261,-0.15,-12.48848,0.97327,461,4,,-0.463,-0.122
116,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.458,0.208,-71.99685,0.85881,473,33,,0.412,0.387
116,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.382,-0.455,-28.32823,0.94127,468,6,,-0.306,-0.336
116,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.721,-0.484,-132.23523,0.75876,479,76,,0.633,-0.368
116,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.487,-0.373,-8.91302,0.98164,481,3,,-0.401,-0.358
116,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.308,-0.097,-25.06282,0.94818,471,6,,-0.279,-0.125
116,House,20963,71,50,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.538,0.089,-111.00971,0.79391,481,52,,0.64,-0.092
116,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.584,-0.101,-11.40347,0.97514,453,4,,-0.499,-0.477
116,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.536,0.108,-67.0764,0.86647,468,27,,0.504,0.194
116,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.426,-0.536,-17.09126,0.96429,470,5,,-0.364,-0.553
116,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.23,0.012,-23.29765,0.95281,482,11,,-0.36,0.346
116,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.384,0.213,-64.75192,0.87231,474,26,,0.347,0.434
116,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.366,-0.114,-12.42474,0.95943,300,5,,-0.547,0.159
116,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.285,0.05,-26.28125,0.94672,480,12,,-0.38,0.242
116,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.382,0.023,-19.10717,0.95896,456,9,,-0.523,0.153
116,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.241,0.061,-33.79866,0.93242,483,15,,-0.418,0.322
116,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.463,-0.26,-10.78679,0.97787,482,4,,-0.369,-0.384
116,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.45,-0.361,-8.57993,0.98239,483,1,,-0.483,-0.415
116,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.399,0.107,-20.62982,0.95697,469,7,,-0.551,-0.326
116,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.178,-0.049,-40.82858,0.91797,477,19,,-0.243,0.297
116,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.529,-0.348,-6.78906,0.98601,482,1,,-0.436,-0.454
116,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.288,0.13,-38.56165,0.92311,482,15,,-0.465,0.389
116,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.367,-0.257,-9.06718,0.98129,480,1,,-0.569,-0.23
116,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.363,0.031,-20.24657,0.95819,474,7,,-0.55,0.22
116,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.514,0.09,-9.39698,0.98065,481,4,,-0.547,-0.329
116,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.298,0.139,-13.79616,0.97184,483,3,,-0.369,-0.008
116,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.279,0.335,-34.03088,0.9303,471,18,,-0.387,0.378
116,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.594,-0.156,-17.57834,0.96411,481,4,,-0.32,-0.48
116,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.303,0.041,-31.02255,0.93779,483,13,,-0.28,0.244
116,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.602,-0.022,-16.49364,0.96629,481,7,,-0.398,-0.434
116,House,21907,71,39,CA,100,,,"CISNEROS, Gil",C001123,1972,,-0.384,0.595,-39.07312,0.92213,482,14,,-0.384,0.595
116,House,21909,71,21,CA,100,,,"COX, TJ",C001124,1963,,-0.355,0.416,-25.14876,0.94896,480,8,,-0.355,0.416
116,House,21930,71,10,CA,100,,,"HARDER, Josh",H001090,1986,,-0.384,0.818,-51.435,0.89798,478,14,,-0.384,0.818
116,House,21932,71,25,CA,100,,,"HILL, Katie",H001087,1987,,-0.305,0.113,-20.21065,0.95877,480,8,,-0.305,0.113
116,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.399,0.106,-14.23133,0.97097,483,3,,-0.399,0.106
116,House,21954,71,45,CA,100,,,"PORTER, Katie",P000618,1974,,-0.238,0.223,-55.5334,0.89032,478,24,,-0.238,0.223
116,House,21960,71,48,CA,100,,,"ROUDA, Harley",R000616,1961,,-0.372,0.623,-27.87474,0.94265,472,7,,-0.372,0.623
116,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.653,-0.073,-48.59297,0.90372,480,14,,-0.552,0.521
116,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.428,-8.25675,0.98266,472,4,,-0.409,-0.155
116,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.471,-0.191,-5.28156,0.98901,478,1,,-0.495,-0.256
116,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.349,0.219,-53.10918,0.89526,480,19,,0.316,0.719
116,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.402,-0.446,-21.52131,0.95606,479,7,,-0.628,-0.395
116,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.342,-0.148,-13.63948,0.97152,472,8,,-0.4,0.015
116,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.683,-0.587,-16.25108,0.96657,478,6,,-0.473,-0.827
116,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.396,0.063,-31.10318,0.93763,483,16,,-0.466,0.505
116,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.249,-10.66629,0.97807,481,4,,-0.421,-0.372
